TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
g008873,44,남,40,4,3,2,2,4,5,2,6,3,8,7,1
g008878,44,여,20,2,6,4,5,5,3,7,2,1,3,2,2
g008895,11,여,20,1,1,1,3,2,6,6,2,1,7,3,2
g008902,41,여,20,4,4,2,3,3,5,5,5,3,7,2,1
g008906,11,여,20,4,4,3,3,4,5,6,7,2,,,0
g008925,45,여,20,2,2,2,2,2,4,4,6,1,3,5,1
g008928,11,여,30,1,1,3,4,1,2,1,6,3,1,2,2
g008932,41,여,30,3,2,4,4,2,2,2,5,8,3,7,1
g008968,45,여,20,2,6,2,3,5,4,4,4,1,7,2,1
g009026,27,여,20,3,4,3,5,5,5,5,6,2,7,1,1
g009034,27,여,30,4,3,2,3,6,3,3,6,8,1,4,0
g009114,43,남,20,4,1,2,1,2,4,4,5,3,1,2,7
g009161,26,남,30,7,4,1,3,7,7,3,5,7,5,10,2
g009194,29,남,40,2,6,4,3,2,3,3,5,1,7,2,0
g009210,11,남,20,6,3,2,1,3,3,6,6,1,2,3,1
g009219,29,여,30,4,1,4,2,5,2,5,5,1,3,2,1
g009232,28,여,20,2,2,2,5,4,4,6,5,7,1,4,0
g009233,29,남,20,6,1,2,1,1,1,1,6,2,1,3,1
g009266,45,남,20,3,1,2,3,4,1,7,6,1,2,10,1
g009267,45,남,40,4,2,6,4,3,4,3,3,2,4,8,0
g009273,41,여,20,4,4,4,4,4,4,4,4,2,3,,1
g009283,29,여,20,2,1,1,4,5,2,1,5,1,3,5,1
g009291,29,여,30,6,7,2,6,7,2,1,6,4,2,8,1
g009320,11,여,20,1,7,7,1,1,4,7,5,8,5,3,1
g009325,29,남,20,4,3,3,4,3,4,5,6,3,1,2,1
g009329,43,여,20,4,2,4,3,4,4,1,6,1,5,6,0
g009332,41,남,30,1,7,1,1,1,1,1,7,3,1,5,1
g009335,11,여,20,4,7,1,1,3,2,7,7,3,1,7,2
g009348,41,남,30,1,1,2,2,4,2,7,1,4,2,7,7
g009355,48,여,50,2,4,2,5,4,4,3,6,8,1,3,3
g009360,29,여,20,3,2,2,6,6,6,3,5,1,2,7,0
g009362,45,여,30,4,4,6,6,4,3,6,1,1,2,3,2
g009365,29,여,30,2,4,1,2,1,7,1,1,2,3,1,1
g009367,43,여,40,3,6,5,2,7,6,3,6,3,7,1,3
g009368,43,남,20,4,4,4,4,4,4,4,4,3,2,4,1
g009370,30,남,30,7,4,1,1,4,1,7,1,3,1,7,1
g009372,41,여,20,5,1,3,5,4,6,6,5,2,1,7,0
g009401,45,여,30,4,1,1,5,2,3,2,6,1,3,2,1
g009414,43,여,20,2,4,3,1,1,2,7,7,1,7,5,0
g009418,41,여,40,3,6,1,1,1,6,1,7,1,2,5,2
g009442,11,남,50,6,4,4,4,4,4,4,5,3,7,1,3
g009465,45,여,20,1,4,1,5,4,1,7,5,8,,,1
g009482,46,남,20,3,3,2,3,2,6,2,6,7,1,3,1
g009503,11,여,40,3,3,2,3,4,6,2,5,3,8,1,1
g009526,46,남,40,4,4,5,4,3,4,2,2,3,,,1
g009533,11,여,20,6,7,6,2,3,6,1,5,1,2,3,1
g009557,29,여,20,4,3,4,3,4,3,3,6,3,2,5,1
g009573,11,여,30,2,2,4,2,4,5,3,6,1,4,2,0
g009577,11,남,20,1,2,1,2,2,2,2,3,7,1,2,0
g009630,41,남,20,2,1,1,4,4,3,3,7,2,1,3,1
g009639,11,여,20,6,1,2,1,2,5,3,2,9,3,7,1
g009661,29,남,20,7,3,7,3,7,7,7,7,3,7,4,1
g009732,29,여,20,5,5,2,6,5,5,5,5,3,2,8,1
g009738,41,여,20,3,3,2,3,3,3,7,5,7,1,2,0
g009745,44,여,30,1,4,6,1,1,4,1,7,2,1,6,1
g009768,43,여,20,2,4,1,6,4,2,1,2,7,3,9,1
g009771,44,남,30,1,1,1,1,1,1,7,3,3,2,7,1
g009783,11,여,20,5,2,3,3,2,5,5,4,3,1,9,2
g009798,41,여,40,1,6,2,6,5,2,2,7,3,2,1,4
g009802,26,여,20,3,2,3,4,3,4,1,7,1,2,10,0
g009803,31,여,20,7,1,1,1,1,1,1,1,1,,,0
g009815,41,여,20,5,5,2,2,4,6,6,7,7,1,5,0
g009819,43,여,30,4,4,4,4,4,4,4,4,1,2,4,0
g009821,45,남,30,4,2,2,6,1,7,2,7,3,1,7,2
g009858,29,여,20,7,1,1,4,7,7,7,7,3,2,5,1
g009864,41,여,50,3,4,4,4,3,6,4,4,2,1,8,1
g009879,41,여,20,6,7,2,1,6,6,7,5,7,3,1,2
g009898,41,남,40,2,1,4,5,7,4,3,7,3,7,1,2
g009913,41,여,30,4,2,6,3,4,6,5,7,4,1,5,0
g009929,43,여,40,4,1,5,3,6,7,3,7,3,1,5,2
g009931,11,여,20,3,2,2,1,5,6,3,7,1,7,5,1
g009962,45,여,20,4,1,1,7,7,3,1,7,1,7,2,0
g009973,11,여,20,4,2,2,2,2,2,3,5,8,2,7,0
g010002,48,여,20,6,6,3,4,6,4,6,2,1,7,2,0
g010037,45,여,20,2,1,5,2,1,6,2,7,1,2,3,1
g010043,45,남,20,1,2,2,4,3,2,1,5,3,2,1,1
g010044,45,여,30,4,3,4,5,5,6,5,6,5,2,7,1
g010107,11,여,20,3,4,3,3,2,4,2,3,6,7,1,9
g010119,29,남,40,4,3,3,3,3,3,2,6,3,2,5,1
g010153,41,남,40,2,3,3,4,3,2,2,6,1,7,2,0
g010164,30,여,20,2,2,2,4,6,5,4,5,1,3,7,1
g010200,29,여,20,2,2,2,5,6,6,6,6,1,2,3,1
g010210,41,남,20,4,4,1,4,4,5,5,5,3,1,5,1
g010218,41,남,20,3,2,6,1,4,4,6,7,2,7,1,3
g010222,36,남,50,4,7,1,4,1,7,4,6,8,2,6,2
g010224,41,남,40,4,2,2,6,7,2,1,7,3,1,6,2
g010248,43,남,30,7,1,4,1,4,7,1,7,3,1,7,2
g010256,29,여,20,6,4,6,6,7,3,6,2,1,2,5,1
g010282,11,여,30,2,2,3,4,5,4,5,5,5,4,1,0
g010342,29,남,20,4,2,1,4,3,4,5,4,7,4,9,1
g010348,11,남,20,4,2,3,2,4,4,3,6,1,10,7,1
g010357,11,남,30,2,1,1,1,6,1,1,7,7,1,3,1
g010391,27,여,40,7,4,7,4,4,7,4,4,1,2,7,1
g010401,29,여,20,5,4,6,6,7,3,6,2,1,2,6,1
g010407,11,남,20,7,2,5,6,7,2,6,2,2,1,7,0
g010412,46,여,40,1,4,2,1,1,7,4,7,8,1,,3
g010413,46,여,40,2,2,3,2,4,1,2,6,3,1,2,1
g010415,44,남,40,4,1,1,1,4,7,7,4,7,8,1,3
g010417,11,여,30,2,4,1,5,3,2,5,6,2,3,1,1
g010423,27,남,20,4,6,4,4,4,6,6,3,3,2,5,2
g010430,29,남,50,2,6,2,2,6,6,2,4,1,3,10,2
g010439,30,남,20,4,3,3,4,4,4,4,5,5,3,10,1
g010441,41,여,20,4,4,4,4,4,4,6,3,3,2,,2
g010442,26,여,20,4,2,2,2,4,6,7,7,2,1,5,0
g010444,46,여,20,2,2,2,1,3,5,6,3,1,2,3,1
g010456,30,여,50,1,1,1,6,2,4,2,6,1,2,3,2
g010458,36,남,30,2,3,3,3,3,5,6,5,1,3,2,1
g010461,30,남,30,1,1,3,4,1,1,1,5,1,6,3,2
g010464,41,여,30,2,1,2,4,6,2,4,7,5,1,3,2
g010476,41,여,30,2,1,2,1,3,3,4,7,1,6,3,2
g010477,11,여,50,6,2,3,3,3,3,2,3,2,7,1,0
g010483,46,남,30,6,6,6,3,4,6,1,5,7,,,1
g010492,43,여,20,3,2,1,4,4,3,6,5,6,2,5,0
g010506,41,여,30,3,3,1,3,4,6,3,6,3,1,2,1
g010508,43,남,30,2,2,2,3,6,4,2,5,10,1,6,0
g010510,30,남,20,2,2,2,3,1,4,3,4,7,1,8,2
g010515,29,여,20,2,6,2,6,6,4,5,3,2,1,,0
g010521,30,남,20,1,4,1,6,6,7,7,1,7,1,8,2
g010526,36,남,30,2,2,4,2,2,3,6,6,2,1,3,1
g010545,45,남,20,2,2,2,4,3,3,3,3,3,7,1,4
g010552,11,여,30,4,4,4,4,4,4,4,4,7,,,0
g010556,11,여,30,2,2,4,5,6,4,2,7,5,1,2,1
g010557,45,여,40,6,2,1,1,5,5,1,7,9,3,1,3
g010569,29,여,20,2,2,2,3,2,3,6,6,3,2,1,2
g010573,29,여,30,4,4,4,3,3,4,3,6,1,4,2,0
g010594,30,여,30,4,6,2,2,3,7,3,7,3,5,1,1
g010599,41,여,20,2,6,3,6,5,3,6,3,10,2,1,0
g010601,26,남,40,2,3,2,1,1,1,7,1,1,7,3,1
g010617,43,여,20,3,2,5,3,2,5,5,2,3,1,7,4
g010624,11,여,30,7,2,1,2,7,2,1,1,1,3,10,1
g010633,41,여,20,4,2,1,5,6,5,3,5,1,3,7,1
g010635,27,여,20,4,4,3,3,4,6,2,5,1,2,7,0
g010656,11,남,30,6,2,2,2,2,6,2,5,2,7,1,1
g010657,11,여,30,2,4,2,4,6,4,3,6,3,7,1,1
g010673,11,남,30,2,2,1,3,6,5,2,6,7,1,2,1
g010674,44,남,20,6,2,2,4,2,5,6,4,3,2,7,1
g010703,11,여,30,3,6,1,1,1,6,7,6,1,7,8,0
g010705,46,여,30,2,2,6,2,2,6,3,3,9,6,7,1
g010717,45,남,20,4,6,2,6,7,6,6,6,8,1,5,1
g010733,11,여,40,1,7,7,4,1,4,5,3,2,,,0
g010735,46,여,40,1,4,4,2,3,5,4,5,1,9,5,2
g010743,11,여,20,2,2,1,5,2,1,6,3,2,7,1,0
g010747,11,여,20,5,4,4,5,4,5,5,5,1,5,2,1
g010752,11,여,30,3,2,4,4,4,4,6,4,2,1,7,0
g010757,27,여,50,6,4,7,3,5,7,6,7,3,4,1,3
g010759,29,여,20,3,3,3,3,4,4,6,7,2,4,5,0
g010773,29,남,20,5,3,3,2,2,5,1,3,6,2,1,0
g010776,48,남,20,1,7,1,1,1,1,1,1,7,9,2,3
g010780,41,여,50,1,5,2,4,5,5,2,5,1,3,2,1
g010781,44,여,30,4,3,3,3,3,4,4,4,2,1,3,1
g010785,11,여,30,2,6,1,2,2,1,1,5,1,8,7,1
g010799,30,남,30,4,1,3,3,6,2,6,5,3,5,2,4
g010805,44,남,30,5,1,1,4,7,7,1,6,3,2,7,3
g010807,45,여,30,3,3,1,1,1,1,7,5,7,1,2,0
g010811,29,여,40,3,5,1,6,7,2,4,5,2,1,7,0
g010816,30,남,20,4,2,3,1,2,2,6,7,5,2,1,1
g010824,11,남,60,1,4,1,3,2,2,2,7,8,6,1,0
g010835,43,남,20,3,1,4,3,1,4,4,7,1,7,2,1
g010836,11,남,20,3,6,2,5,5,6,2,5,3,7,1,1
g010838,11,여,30,3,2,2,6,2,6,2,6,2,7,8,0
g010840,45,남,20,7,1,1,1,7,6,2,6,7,3,1,1
g010847,36,여,30,4,2,1,2,4,6,6,4,1,3,5,1
g010850,30,여,30,2,2,2,4,2,2,6,2,2,3,1,1
g010859,11,남,20,7,1,1,6,6,5,7,2,7,2,1,0
g010860,41,여,30,7,4,2,5,5,6,1,6,8,7,3,2
g010864,11,여,20,3,6,2,3,3,3,7,6,2,1,4,0
g010870,44,여,30,2,2,1,1,1,4,3,5,2,3,1,1
g010878,11,남,20,5,2,2,5,6,2,5,3,7,1,2,1
g010908,43,여,40,4,4,3,3,3,3,4,5,1,2,3,1
g010910,44,여,40,1,4,5,1,4,5,2,7,7,1,8,2
g010930,27,여,50,4,4,2,6,6,2,2,6,7,3,1,2
g010931,29,남,20,2,7,2,3,4,3,6,6,9,7,1,1
g010932,30,여,30,2,2,2,6,5,5,3,4,2,1,3,1
g010939,45,남,40,6,2,2,1,6,2,7,6,1,2,4,2
g010944,43,여,30,3,4,1,2,5,3,5,5,3,1,7,1
g010945,11,여,20,5,2,3,2,2,7,3,4,1,3,2,1
g010950,11,남,20,1,1,1,2,6,3,6,4,7,1,3,1
g010954,41,남,30,3,4,2,3,2,5,2,6,2,3,1,2
g010972,11,여,20,5,2,3,3,3,4,6,5,2,3,4,1
g010976,11,여,20,2,4,1,4,5,3,6,5,1,7,8,1
g010979,43,남,20,4,4,2,6,7,3,4,5,6,1,3,1
g010982,44,여,30,1,2,4,4,1,3,7,2,1,8,2,0
g011009,46,여,20,4,2,3,3,3,3,5,3,1,3,2,2
g011018,29,여,50,7,2,1,2,7,2,2,7,5,2,7,1
g011038,46,남,20,1,1,1,7,5,1,1,7,2,1,4,0
g011045,41,남,40,3,2,2,2,6,2,2,6,6,2,1,1
g011053,41,남,20,4,4,2,3,4,3,6,2,2,3,1,2
g011054,11,여,30,2,1,1,5,5,3,6,4,1,7,3,3
g011060,30,여,20,4,4,2,2,4,4,3,5,1,5,6,0
g011076,11,여,20,2,1,2,1,2,5,7,2,7,2,1,0
g011077,43,여,30,2,1,1,1,1,1,1,7,2,3,5,2
g011078,29,여,30,4,2,7,3,1,4,1,2,1,2,3,1
g011086,47,여,20,3,6,6,5,6,4,7,6,3,7,1,2
g011091,29,여,20,2,2,4,3,3,5,5,7,3,1,5,2
g011096,43,여,30,1,4,3,3,2,4,3,4,6,2,8,0
g011097,29,여,20,4,4,3,2,4,5,1,6,2,3,1,1
g011098,30,남,20,4,3,2,2,2,1,3,5,3,1,7,1
g011101,11,여,30,1,4,1,4,4,7,3,7,10,1,7,1
g011102,45,남,20,2,3,3,1,1,3,6,5,1,2,3,1
g011105,11,남,20,2,6,1,2,2,6,4,6,3,1,2,1
g011106,11,남,30,3,5,2,6,5,4,6,5,1,7,3,1
g011120,41,여,20,2,1,2,2,1,5,7,1,2,1,5,1
g011123,46,여,20,5,1,4,2,7,4,7,4,2,8,1,0
g011127,11,여,30,6,4,1,2,4,3,1,6,1,3,5,1
g011129,11,여,20,5,3,1,5,6,2,7,3,8,1,7,0
g011131,41,여,20,5,2,6,7,6,6,7,5,2,1,8,0
g011137,41,남,40,2,2,1,3,2,4,1,1,7,1,5,3
g011146,41,여,30,2,6,4,1,1,1,4,4,2,7,1,2
g011148,29,여,30,2,4,1,4,6,2,4,4,8,7,1,1
g011161,11,남,20,6,2,3,2,4,3,2,3,3,2,7,2
g011162,11,남,30,6,2,2,2,3,2,4,6,4,1,2,0
g011163,44,여,20,2,2,2,4,2,2,4,4,3,1,2,1
g011164,27,여,20,2,2,3,3,1,4,6,5,1,2,7,0
g011166,29,여,30,5,2,1,7,5,5,2,7,3,1,7,1
g011171,45,남,40,3,2,2,4,4,3,2,5,1,3,8,1
g011173,45,여,20,3,3,2,5,6,2,6,4,1,7,4,0
g011188,36,남,20,3,2,2,4,2,5,6,4,3,1,4,1
g011189,29,남,40,3,4,3,3,5,4,5,5,1,3,7,1
g011192,46,여,20,6,2,2,2,6,6,6,6,2,1,7,0
g011194,45,여,30,6,3,4,3,4,5,4,4,1,3,7,1
g011197,29,여,50,1,1,1,4,4,5,3,7,1,5,7,1
g011200,41,남,50,1,2,5,3,4,4,6,2,2,6,1,1
g011207,41,여,30,2,4,2,2,4,2,6,7,7,3,1,1
g011212,41,남,50,1,2,1,2,6,2,2,2,8,7,4,0
g011228,41,남,30,2,6,1,2,2,2,2,6,7,3,2,1
g011229,43,남,20,4,5,2,4,6,6,6,5,3,7,1,1
g011232,11,남,20,4,4,2,4,4,4,4,4,3,1,2,1
g011233,11,남,40,4,4,4,4,4,4,4,4,6,3,4,3
g011239,42,여,30,2,5,5,5,3,2,2,4,7,1,2,0
g011242,11,여,20,7,7,3,1,1,7,7,7,3,1,2,3
g011254,29,여,40,3,3,4,4,6,6,6,5,8,3,1,3
g011255,11,남,50,1,3,2,2,3,1,3,4,7,8,3,3
g011268,44,남,30,7,4,3,2,1,4,7,7,1,2,5,0
g011274,46,여,20,2,1,4,6,5,5,5,5,2,1,7,0
g011276,41,남,20,4,6,2,5,2,5,2,1,8,7,1,0
g011286,11,남,40,4,1,5,5,3,5,3,6,1,3,2,1
g011291,29,여,20,3,4,3,2,2,3,4,4,1,3,7,1
g011292,29,남,20,2,3,2,3,6,4,2,3,3,6,1,1
g011295,41,남,50,4,5,5,4,4,5,5,5,2,3,7,2
g011297,30,남,30,2,1,1,6,7,1,6,1,8,3,1,1
g011299,29,남,30,6,7,1,1,6,2,7,7,7,1,5,1
g011300,48,남,40,3,2,1,3,2,3,1,4,3,1,5,1
g011305,36,여,20,2,1,2,1,1,3,2,4,1,8,7,1
g011318,45,여,30,2,3,2,4,4,3,2,4,6,2,1,1
g011323,41,여,40,1,1,3,4,2,3,4,2,2,1,3,1
g011344,44,여,30,3,2,1,4,3,2,1,7,3,7,1,1
g011354,30,남,30,4,3,3,2,2,2,6,4,2,1,3,1
g011365,28,남,20,1,1,6,2,1,6,6,7,2,3,1,1
g011370,29,여,30,4,2,1,4,4,6,5,4,7,3,1,1
g011374,11,남,50,2,5,2,1,3,2,1,2,2,3,8,1
g011376,30,여,30,4,2,1,3,3,4,2,6,3,2,1,1
g011393,30,남,20,7,7,1,7,4,3,7,6,1,6,2,1
g011396,41,남,50,1,2,6,5,6,3,6,6,7,1,5,2
g011398,41,여,50,2,4,1,2,2,6,2,6,7,3,1,1
g011399,29,여,20,1,7,1,7,7,1,7,7,8,4,2,0
g011408,28,여,20,6,4,4,3,4,5,5,3,10,1,7,0
g011409,11,여,30,2,1,1,4,6,3,2,6,2,1,7,0
g011411,30,남,20,2,4,2,3,5,2,2,6,1,2,7,1
g011412,11,남,30,2,3,1,2,2,4,2,2,8,1,2,1
g011422,41,남,20,2,4,1,3,4,5,2,6,2,3,1,1
g011430,30,여,20,4,4,4,4,4,4,4,4,2,,,0
g011432,44,남,30,2,2,2,2,3,4,6,4,3,8,1,1
g011435,11,여,40,3,2,4,4,4,4,5,4,2,7,4,1
g011441,43,남,40,2,3,2,3,3,2,6,2,2,1,,0
g011444,28,남,20,1,6,2,3,1,2,7,6,7,2,1,0
g011448,41,여,50,6,4,6,2,4,5,1,4,1,3,4,1
g011449,41,여,60,1,1,1,4,4,4,1,4,2,1,6,1
g011450,11,여,50,4,5,3,3,3,3,5,6,9,2,1,1
g011454,11,남,20,2,1,5,4,6,2,1,7,1,3,5,1
g011459,29,남,40,1,1,1,4,1,7,7,7,2,7,1,2
g011461,36,여,20,4,6,5,2,3,3,3,5,6,4,2,0
g011464,43,남,20,4,5,4,3,5,5,6,5,1,7,2,0
g011470,43,남,60,2,3,2,1,2,6,6,5,1,6,7,0
g011472,41,남,20,7,1,7,1,1,7,3,6,6,2,7,0
g011473,30,남,40,2,2,3,6,6,3,1,2,8,3,1,2
g011476,36,남,60,5,2,4,5,7,6,2,2,7,8,3,3
g011477,11,여,30,4,1,1,3,4,1,1,4,2,1,6,0
g011478,41,남,40,1,1,1,4,2,2,3,6,1,7,2,1
g011479,29,여,60,4,2,1,2,4,3,6,7,1,6,3,1
g011481,42,남,30,6,1,1,3,6,4,1,7,3,1,2,1
g011482,41,여,40,1,1,6,1,1,1,1,5,7,3,2,2
g011486,41,여,40,2,2,1,1,2,1,1,4,7,3,1,2
g011487,44,여,50,1,2,2,4,3,4,2,5,7,3,1,1
g011489,29,남,30,1,1,1,5,3,3,4,5,3,5,1,1
g011490,29,여,20,4,1,3,4,6,4,1,7,5,4,1,0
g011491,41,여,20,1,1,4,2,2,1,4,6,2,7,4,1
g011496,45,여,50,1,1,1,2,2,2,2,7,8,7,,1
g011500,29,여,20,6,2,3,4,4,2,3,6,1,10,2,0
g011502,41,여,30,2,2,1,1,6,2,1,7,8,7,3,2
g011508,46,남,20,4,4,3,4,3,4,5,6,5,3,1,1
g011509,11,여,20,2,2,6,2,1,1,7,7,1,2,3,1
g011510,27,여,20,2,6,2,7,2,4,7,5,3,1,,1
g011511,30,여,40,5,3,4,4,3,4,3,5,2,3,1,1
g011514,43,여,40,7,2,2,3,3,6,2,6,3,1,5,1
g011515,41,남,30,3,3,1,4,3,3,2,4,4,1,5,0
g011517,45,여,30,7,7,6,4,6,5,5,2,3,1,2,1
g011519,47,여,50,7,4,6,4,4,5,7,2,1,3,,1
g011522,11,남,40,3,4,5,5,4,5,5,5,6,1,7,0
g011524,28,여,20,6,1,1,1,4,5,2,7,1,7,3,1
g011526,30,여,20,3,2,2,2,3,4,2,2,2,3,1,1
g011528,42,남,30,2,6,2,7,4,3,2,5,7,8,10,0
g011529,29,여,20,2,2,1,5,6,1,2,7,3,1,,1
g011530,11,남,60,1,4,3,4,3,3,3,4,10,,,2
g011531,43,남,40,6,2,2,1,4,5,6,6,1,8,3,2
g011533,45,남,40,7,1,4,1,4,7,1,7,3,2,1,1
g011534,11,여,20,6,4,6,4,6,7,6,1,2,1,6,0
g011535,41,남,50,2,4,1,4,6,5,2,5,2,1,7,3
g011537,41,여,30,2,4,1,4,2,1,7,3,7,1,10,0
g011541,45,남,30,2,3,2,6,6,4,3,3,7,1,8,3
g011551,41,남,40,2,4,2,6,2,5,5,4,8,3,2,2
g011555,44,여,40,7,7,7,5,7,7,4,3,6,8,,0
g011558,46,여,40,2,4,2,2,3,2,2,7,4,1,2,0
g011562,36,여,30,1,1,1,4,4,4,1,5,1,7,,1
g011566,41,여,50,1,1,2,4,6,2,2,3,1,3,2,5
g011567,44,여,40,5,4,1,1,2,4,3,6,8,3,7,2
g011571,41,여,20,2,1,2,4,5,2,6,3,2,1,6,1
g011574,30,남,40,4,6,4,6,2,4,1,4,1,6,3,1
g011577,30,남,50,2,6,2,2,2,2,5,5,2,1,3,1
g011578,45,남,20,2,2,1,6,6,2,6,3,1,3,2,2
g011580,41,남,30,4,1,2,3,7,4,5,7,7,3,1,1
g011581,11,여,60,6,3,4,4,6,3,4,2,1,7,2,0
g011582,28,남,60,1,7,1,7,7,1,7,7,8,7,5,0
g011586,11,남,30,1,1,1,7,7,4,7,4,2,,,0
g011590,11,여,40,4,4,3,5,4,4,4,5,1,3,2,1
g011591,44,남,60,4,6,1,7,2,6,4,6,2,3,1,2
g011593,30,남,30,1,4,6,4,2,6,4,1,2,8,1,0
g011597,30,여,40,4,4,4,2,3,4,6,2,3,1,4,3
g011598,46,여,50,1,4,1,4,1,1,7,7,2,3,1,1
g011600,43,여,20,4,1,1,5,4,2,7,5,2,4,1,0
g011607,42,여,40,2,4,3,3,3,5,4,5,1,2,6,0
g011612,41,여,40,4,1,5,1,1,5,1,6,2,3,5,1
g011613,36,여,30,3,3,3,1,4,2,1,2,1,6,4,0
g011614,41,남,20,6,2,6,3,3,4,2,6,1,7,6,3
g011619,30,남,50,4,4,2,1,4,4,2,6,2,1,8,4
g011620,43,남,30,2,2,1,3,1,4,7,3,1,2,3,2
g011622,42,여,30,2,6,6,5,2,3,5,3,1,3,2,3
g011628,44,여,20,3,2,1,3,6,4,6,4,2,1,3,1
g011629,29,남,40,2,6,2,2,6,6,2,6,6,1,7,1
g011630,45,남,30,4,3,1,4,5,4,5,4,2,3,1,1
g011631,41,여,20,2,1,1,2,5,3,2,5,1,7,3,1
g011636,11,여,30,5,6,1,3,6,1,3,6,7,1,8,0
g011637,11,여,20,4,1,4,3,3,6,6,6,2,5,1,0
g011644,45,남,30,4,6,3,4,3,5,6,3,1,7,2,1
g011645,29,여,30,4,4,1,1,2,1,7,6,1,4,2,0
g011657,30,여,30,1,4,4,4,4,4,4,4,2,1,4,0
g011669,30,여,40,2,3,2,4,4,4,5,5,2,3,5,1
g011673,30,여,40,1,4,1,3,7,1,7,7,3,1,9,1
g011674,41,여,30,7,6,2,2,4,1,4,2,4,2,3,2
g011677,11,여,20,4,5,2,2,3,3,5,5,1,2,10,0
g011679,43,남,30,4,4,4,3,4,4,6,4,8,7,9,1
g011680,45,남,30,4,6,5,2,2,2,4,5,2,3,1,1
g011683,29,남,40,3,6,2,2,1,4,3,3,3,1,6,2
g011685,27,여,50,4,4,2,4,3,6,6,7,8,7,1,3
g011687,29,남,20,6,1,1,3,6,6,1,2,1,8,7,1
g011691,30,여,20,1,1,2,4,4,5,3,6,3,1,5,1
g011692,41,남,20,2,2,1,2,4,3,5,2,7,2,6,1
g011697,41,남,40,4,1,1,1,7,4,1,7,3,1,2,3
g011704,30,여,30,2,2,2,4,5,5,5,3,1,3,7,1
g011708,29,여,20,1,1,1,4,7,4,1,7,2,4,3,1
g011709,41,여,30,2,1,2,4,3,4,3,5,1,3,2,1
g011714,27,여,20,4,6,1,1,6,5,3,7,1,4,7,0
g011717,11,여,30,2,6,4,5,2,3,5,3,2,1,8,0
g011721,11,여,20,2,2,1,4,3,4,2,3,7,4,2,0
g011722,29,여,50,4,6,6,3,2,6,2,4,1,8,3,1
g011724,28,여,20,7,3,2,6,1,6,2,6,2,1,7,0
g011726,11,여,20,2,1,1,2,6,3,5,4,3,2,1,1
g011734,29,남,20,4,4,1,3,3,6,2,6,1,2,3,1
g011746,44,여,50,1,4,1,4,1,3,5,4,1,3,2,3
g011753,30,여,30,2,3,4,4,2,6,6,6,1,2,3,1
g011754,41,여,50,2,2,2,4,4,6,5,6,3,6,7,4
g011764,28,여,50,1,4,3,4,3,5,3,3,2,3,8,1
g011786,44,여,40,1,1,1,1,5,1,1,7,3,1,7,1
g011787,44,여,20,5,2,3,3,6,5,5,4,7,3,1,3
g011789,28,남,20,2,3,1,5,5,4,3,3,1,4,2,0
g011791,28,여,40,4,1,4,3,4,3,5,3,3,1,10,1
g011805,44,남,40,6,4,5,7,7,7,6,7,3,8,7,3
g011813,30,여,40,4,1,1,1,5,7,1,7,3,8,1,4
g011816,41,남,20,4,4,4,4,4,4,4,4,1,3,8,1
g011818,11,여,20,2,1,4,4,3,3,6,2,7,6,1,0
g011819,11,남,30,1,1,1,3,4,1,4,2,1,2,7,1
g011821,30,남,30,4,4,5,5,5,6,2,5,8,3,1,3
g011822,29,남,30,3,4,2,3,4,3,3,4,2,3,,1
g011824,43,여,40,1,1,1,2,2,4,5,7,5,2,1,5
g011825,30,남,40,7,3,7,3,6,7,5,3,1,2,3,1
g011826,36,남,40,2,7,7,6,7,4,5,5,3,1,2,1
g011827,11,남,60,2,2,2,2,2,2,2,1,2,4,1,1
g011829,43,여,60,2,2,1,2,4,4,1,6,1,3,2,2
g011830,45,여,30,7,4,7,5,5,7,7,2,1,5,8,0
g011832,29,남,50,4,4,4,5,5,3,3,3,2,3,1,4
g011833,30,남,20,1,1,1,4,7,1,1,7,1,8,3,1
g011835,29,여,50,1,1,1,3,3,2,5,6,3,,,2
g011836,29,여,20,5,6,5,5,5,6,6,6,3,2,1,1
g011837,28,남,40,7,1,1,1,1,6,7,5,1,7,10,0
g011838,11,여,30,4,2,2,1,2,2,3,6,3,1,2,1
g011840,11,여,20,3,1,1,1,1,4,1,7,2,1,3,1
g011841,11,남,30,1,1,2,5,3,2,2,6,3,7,8,1
g011843,11,여,40,6,5,5,4,3,6,3,5,1,7,4,0
g011847,41,남,20,2,2,2,4,3,3,1,2,8,1,2,0
g011849,44,남,40,6,2,6,6,7,7,2,2,8,3,1,3
g011850,41,여,30,2,2,6,3,3,3,1,1,8,3,1,1
g011851,26,여,20,6,5,2,6,6,5,3,6,2,1,8,0
g011854,29,남,20,4,4,1,5,6,4,4,4,6,2,1,1
g011857,29,여,30,4,2,2,2,4,4,4,6,2,5,3,3
g011858,41,여,50,1,2,1,5,5,6,1,5,3,1,7,3
g011859,44,여,50,1,4,3,1,2,2,1,3,8,2,3,1
g011860,30,여,60,3,7,2,5,6,4,6,1,1,3,5,1
